BIOGUIDE_ID,CATEGORY,AMOUNT,full_name,state,district,party,geoid
B001298,FRANKED MAIL,14061.11,Don Bacon,NE,2,Republican,3102
B001298,OTHER SERVICES,43533.58,Don Bacon,NE,2,Republican,3102
B001298,PERSONNEL COMPENSATION,1108540.09,Don Bacon,NE,2,Republican,3102
B001298,PRINTING AND REPRODUCTION,55995.49,Don Bacon,NE,2,Republican,3102
B001298,RENT  COMMUNICATION  UTILITIES,81131.69,Don Bacon,NE,2,Republican,3102
B001298,SUPPLIES AND MATERIALS,6317.94,Don Bacon,NE,2,Republican,3102
B001298,TRANSPORTATION OF THINGS,560,Don Bacon,NE,2,Republican,3102
B001298,TRAVEL,22734.16,Don Bacon,NE,2,Republican,3102
S001172,EQUIPMENT,30820.47,Adrian Smith,NE,3,Republican,3103
S001172,FRANKED MAIL,3239.59,Adrian Smith,NE,3,Republican,3103
S001172,OTHER SERVICES,44240,Adrian Smith,NE,3,Republican,3103
S001172,PERSONNEL COMPENSATION,1019393.79,Adrian Smith,NE,3,Republican,3103
S001172,PRINTING AND REPRODUCTION,2614.38,Adrian Smith,NE,3,Republican,3103
S001172,RENT  COMMUNICATION  UTILITIES,86694.77,Adrian Smith,NE,3,Republican,3103
S001172,SUPPLIES AND MATERIALS,46884.7,Adrian Smith,NE,3,Republican,3103
S001172,TRAVEL,25038.12,Adrian Smith,NE,3,Republican,3103
T000468,EQUIPMENT,20933.84,Dina Titus,NV,1,Democrat,3201
T000468,FRANKED MAIL,84211.11,Dina Titus,NV,1,Democrat,3201
T000468,OTHER SERVICES,43988,Dina Titus,NV,1,Democrat,3201
T000468,PERSONNEL COMPENSATION,967947.42,Dina Titus,NV,1,Democrat,3201
T000468,PRINTING AND REPRODUCTION,98289.11,Dina Titus,NV,1,Democrat,3201
T000468,RENT  COMMUNICATION  UTILITIES,85777.71,Dina Titus,NV,1,Democrat,3201
T000468,SUPPLIES AND MATERIALS,44851.65,Dina Titus,NV,1,Democrat,3201
T000468,TRAVEL,24690.58,Dina Titus,NV,1,Democrat,3201
A000369,EQUIPMENT,18113.98,Mark E. Amodei,NV,2,Republican,3202
A000369,FRANKED MAIL,925.85,Mark E. Amodei,NV,2,Republican,3202
A000369,OTHER SERVICES,41917.18,Mark E. Amodei,NV,2,Republican,3202
A000369,PERSONNEL COMPENSATION,1011871.85,Mark E. Amodei,NV,2,Republican,3202
A000369,PRINTING AND REPRODUCTION,1489.43,Mark E. Amodei,NV,2,Republican,3202
A000369,RENT  COMMUNICATION  UTILITIES,134131.33,Mark E. Amodei,NV,2,Republican,3202
A000369,SUPPLIES AND MATERIALS,42393.66,Mark E. Amodei,NV,2,Republican,3202
A000369,TRAVEL,42165.27,Mark E. Amodei,NV,2,Republican,3202
L000590,EQUIPMENT,19830.59,Susie Lee,NV,3,Democrat,3203
L000590,FRANKED MAIL,78875.54,Susie Lee,NV,3,Democrat,3203
L000590,OTHER SERVICES,33432.84,Susie Lee,NV,3,Democrat,3203
L000590,PERSONNEL COMPENSATION,1027251.53,Susie Lee,NV,3,Democrat,3203
L000590,PRINTING AND REPRODUCTION,114147.56,Susie Lee,NV,3,Democrat,3203
L000590,RENT  COMMUNICATION  UTILITIES,106908.5,Susie Lee,NV,3,Democrat,3203
L000590,SUPPLIES AND MATERIALS,8756.23,Susie Lee,NV,3,Democrat,3203
L000590,TRAVEL,29938.05,Susie Lee,NV,3,Democrat,3203
H001066,EQUIPMENT,62743.94,Steven Horsford,NV,4,Democrat,3204
H001066,FRANKED MAIL,15129.61,Steven Horsford,NV,4,Democrat,3204
H001066,OTHER SERVICES,41819.5,Steven Horsford,NV,4,Democrat,3204
H001066,PERSONNEL COMPENSATION,980472.66,Steven Horsford,NV,4,Democrat,3204
H001066,PRINTING AND REPRODUCTION,49454.21,Steven Horsford,NV,4,Democrat,3204
H001066,RENT  COMMUNICATION  UTILITIES,103829.39,Steven Horsford,NV,4,Democrat,3204
H001066,SUPPLIES AND MATERIALS,29204.19,Steven Horsford,NV,4,Democrat,3204
H001066,TRAVEL,31412.96,Steven Horsford,NV,4,Democrat,3204
P000614,EQUIPMENT,13787.94,Chris Pappas,NH,1,Democrat,3301
P000614,FRANKED MAIL,21051.25,Chris Pappas,NH,1,Democrat,3301
P000614,OTHER SERVICES,23040,Chris Pappas,NH,1,Democrat,3301
P000614,PERSONNEL COMPENSATION,1110039.29,Chris Pappas,NH,1,Democrat,3301
P000614,PRINTING AND REPRODUCTION,24773.91,Chris Pappas,NH,1,Democrat,3301
P000614,RENT  COMMUNICATION  UTILITIES,184028.57,Chris Pappas,NH,1,Democrat,3301
P000614,SUPPLIES AND MATERIALS,34583.74,Chris Pappas,NH,1,Democrat,3301
P000614,TRAVEL,20660.6,Chris Pappas,NH,1,Democrat,3301
K000382,EQUIPMENT,25698.96,Ann Kuster,NH,2,Democrat,3302
K000382,FRANKED MAIL,17383.49,Ann Kuster,NH,2,Democrat,3302
K000382,OTHER SERVICES,42678.39,Ann Kuster,NH,2,Democrat,3302
K000382,PERSONNEL COMPENSATION,1075757.29,Ann Kuster,NH,2,Democrat,3302
K000382,PRINTING AND REPRODUCTION,23201.45,Ann Kuster,NH,2,Democrat,3302
K000382,RENT  COMMUNICATION  UTILITIES,178134.7,Ann Kuster,NH,2,Democrat,3302
K000382,SUPPLIES AND MATERIALS,12784.25,Ann Kuster,NH,2,Democrat,3302
K000382,TRAVEL,15886.18,Ann Kuster,NH,2,Democrat,3302
N000188,EQUIPMENT,28130.3,Donald Norcross,NJ,1,Democrat,3401
N000188,FRANKED MAIL,50805.59,Donald Norcross,NJ,1,Democrat,3401
N000188,OTHER SERVICES,44754,Donald Norcross,NJ,1,Democrat,3401
N000188,PERSONNEL COMPENSATION,963025.03,Donald Norcross,NJ,1,Democrat,3401
N000188,PRINTING AND REPRODUCTION,84069.26,Donald Norcross,NJ,1,Democrat,3401
N000188,RENT  COMMUNICATION  UTILITIES,103693.8,Donald Norcross,NJ,1,Democrat,3401
N000188,SUPPLIES AND MATERIALS,19603.61,Donald Norcross,NJ,1,Democrat,3401
N000188,TRAVEL,6213.84,Donald Norcross,NJ,1,Democrat,3401
V000133,EQUIPMENT,33969.87,Jefferson Van Drew,NJ,2,Republican,3402
V000133,FRANKED MAIL,22726.77,Jefferson Van Drew,NJ,2,Republican,3402
V000133,OTHER SERVICES,20922.19,Jefferson Van Drew,NJ,2,Republican,3402
V000133,PERSONNEL COMPENSATION,1161155.85,Jefferson Van Drew,NJ,2,Republican,3402
V000133,PRINTING AND REPRODUCTION,45241.13,Jefferson Van Drew,NJ,2,Republican,3402
V000133,RENT  COMMUNICATION  UTILITIES,82669.87,Jefferson Van Drew,NJ,2,Republican,3402
V000133,SUPPLIES AND MATERIALS,48699.42,Jefferson Van Drew,NJ,2,Republican,3402
V000133,TRAVEL,14510.36,Jefferson Van Drew,NJ,2,Republican,3402
K000394,EQUIPMENT,34400.96,Andy Kim,NJ,3,Democrat,3403
K000394,FRANKED MAIL,59037.76,Andy Kim,NJ,3,Democrat,3403
K000394,OTHER SERVICES,44826.34,Andy Kim,NJ,3,Democrat,3403
K000394,PERSONNEL COMPENSATION,1128480.51,Andy Kim,NJ,3,Democrat,3403
K000394,PRINTING AND REPRODUCTION,47719.36,Andy Kim,NJ,3,Democrat,3403
K000394,RENT  COMMUNICATION  UTILITIES,56964.15,Andy Kim,NJ,3,Democrat,3403
K000394,SUPPLIES AND MATERIALS,27455.72,Andy Kim,NJ,3,Democrat,3403
K000394,TRAVEL,5920.23,Andy Kim,NJ,3,Democrat,3403
S000522,EQUIPMENT,19539.71,Christopher H. Smith,NJ,4,Republican,3404
S000522,FRANKED MAIL,125940.72,Christopher H. Smith,NJ,4,Republican,3404
S000522,OTHER SERVICES,50015.25,Christopher H. Smith,NJ,4,Republican,3404
S000522,PERSONNEL COMPENSATION,989722.71,Christopher H. Smith,NJ,4,Republican,3404
S000522,PRINTING AND REPRODUCTION,70740.75,Christopher H. Smith,NJ,4,Republican,3404
S000522,RENT  COMMUNICATION  UTILITIES,56128.42,Christopher H. Smith,NJ,4,Republican,3404
S000522,SUPPLIES AND MATERIALS,47018.38,Christopher H. Smith,NJ,4,Republican,3404
S000522,TRAVEL,15371.84,Christopher H. Smith,NJ,4,Republican,3404
G000583,EQUIPMENT,12761.2,Josh Gottheimer,NJ,5,Democrat,3405
G000583,FRANKED MAIL,1025.48,Josh Gottheimer,NJ,5,Democrat,3405
G000583,OTHER SERVICES,68284.6,Josh Gottheimer,NJ,5,Democrat,3405
G000583,PERSONNEL COMPENSATION,1016538.98,Josh Gottheimer,NJ,5,Democrat,3405
G000583,PRINTING AND REPRODUCTION,63935.6,Josh Gottheimer,NJ,5,Democrat,3405
G000583,RENT  COMMUNICATION  UTILITIES,147654.85,Josh Gottheimer,NJ,5,Democrat,3405
G000583,SUPPLIES AND MATERIALS,17903.01,Josh Gottheimer,NJ,5,Democrat,3405
G000583,TRAVEL,15687.73,Josh Gottheimer,NJ,5,Democrat,3405
P000034,EQUIPMENT,9725.91,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,FRANKED MAIL,49570.67,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,OTHER SERVICES,25240.8,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,PERSONNEL COMPENSATION,1072928.41,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,PRINTING AND REPRODUCTION,40110,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,RENT  COMMUNICATION  UTILITIES,117357.76,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,SUPPLIES AND MATERIALS,65143.95,"Frank Pallone, Jr.",NJ,6,Democrat,3406
P000034,TRAVEL,4455.04,"Frank Pallone, Jr.",NJ,6,Democrat,3406
M001203,EQUIPMENT,13665.86,Tom Malinowski,NJ,7,Democrat,3407
M001203,FRANKED MAIL,7536.54,Tom Malinowski,NJ,7,Democrat,3407
M001203,OTHER SERVICES,23200,Tom Malinowski,NJ,7,Democrat,3407
M001203,PERSONNEL COMPENSATION,939569.49,Tom Malinowski,NJ,7,Democrat,3407
M001203,PRINTING AND REPRODUCTION,5397.26,Tom Malinowski,NJ,7,Democrat,3407
M001203,RENT  COMMUNICATION  UTILITIES,91976.43,Tom Malinowski,NJ,7,Democrat,3407
M001203,SUPPLIES AND MATERIALS,17286.43,Tom Malinowski,NJ,7,Democrat,3407
M001203,TRAVEL,3618.61,Tom Malinowski,NJ,7,Democrat,3407
S001165,EQUIPMENT,11484.67,Albio Sires,NJ,8,Democrat,3408
S001165,FRANKED MAIL,3065.42,Albio Sires,NJ,8,Democrat,3408
S001165,OTHER SERVICES,45348,Albio Sires,NJ,8,Democrat,3408
S001165,PERSONNEL COMPENSATION,1181837.87,Albio Sires,NJ,8,Democrat,3408
S001165,PRINTING AND REPRODUCTION,31588,Albio Sires,NJ,8,Democrat,3408
S001165,RENT  COMMUNICATION  UTILITIES,70315.32,Albio Sires,NJ,8,Democrat,3408
S001165,SUPPLIES AND MATERIALS,41802.87,Albio Sires,NJ,8,Democrat,3408
S001165,TRAVEL,11030.04,Albio Sires,NJ,8,Democrat,3408
P000096,EQUIPMENT,18819.64,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,FRANKED MAIL,69.23,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,OTHER SERVICES,104473.46,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,PERSONNEL COMPENSATION,1000216.61,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,PRINTING AND REPRODUCTION,7112.27,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,RENT  COMMUNICATION  UTILITIES,166899.25,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,SUPPLIES AND MATERIALS,62901.62,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000096,TRAVEL,6976.66,"Bill Pascrell, Jr.",NJ,9,Democrat,3409
P000604,EQUIPMENT,45981.48,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,FRANKED MAIL,53085.93,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,OTHER SERVICES,22740,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,PERSONNEL COMPENSATION,979555.41,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,PRINTING AND REPRODUCTION,36754.28,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,RENT  COMMUNICATION  UTILITIES,141163.35,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,SUPPLIES AND MATERIALS,10045.19,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
P000604,TRAVEL,26520.34,"Donald M. Payne, Jr.",NJ,10,Democrat,3410
S001207,EQUIPMENT,30153.69,Mikie Sherrill,NJ,11,Democrat,3411
S001207,FRANKED MAIL,20323.96,Mikie Sherrill,NJ,11,Democrat,3411
S001207,OTHER SERVICES,42816,Mikie Sherrill,NJ,11,Democrat,3411
S001207,PERSONNEL COMPENSATION,1106200.62,Mikie Sherrill,NJ,11,Democrat,3411
S001207,PRINTING AND REPRODUCTION,11762.06,Mikie Sherrill,NJ,11,Democrat,3411
S001207,RENT  COMMUNICATION  UTILITIES,79125.75,Mikie Sherrill,NJ,11,Democrat,3411
S001207,SUPPLIES AND MATERIALS,59701.15,Mikie Sherrill,NJ,11,Democrat,3411
S001207,TRAVEL,11635.22,Mikie Sherrill,NJ,11,Democrat,3411
W000822,EQUIPMENT,3338.4,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,FRANKED MAIL,28211.28,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,OTHER SERVICES,40770,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,PERSONNEL COMPENSATION,1177275,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,PRINTING AND REPRODUCTION,41449.54,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,RENT  COMMUNICATION  UTILITIES,97799.37,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,SUPPLIES AND MATERIALS,17485.38,Bonnie Watson Coleman,NJ,12,Democrat,3412
W000822,TRAVEL,8903.28,Bonnie Watson Coleman,NJ,12,Democrat,3412
H001080,EQUIPMENT,23655.18,Debra A. Haaland,NM,1,Democrat,3501
H001080,FRANKED MAIL,266.07,Debra A. Haaland,NM,1,Democrat,3501
H001080,OTHER SERVICES,20185,Debra A. Haaland,NM,1,Democrat,3501
H001080,PERSONNEL COMPENSATION,1189564.69,Debra A. Haaland,NM,1,Democrat,3501
H001080,PRINTING AND REPRODUCTION,1428.94,Debra A. Haaland,NM,1,Democrat,3501
H001080,RENT  COMMUNICATION  UTILITIES,98067.87,Debra A. Haaland,NM,1,Democrat,3501
H001080,SUPPLIES AND MATERIALS,43546.2,Debra A. Haaland,NM,1,Democrat,3501
H001080,TRANSPORTATION OF THINGS,8.48,Debra A. Haaland,NM,1,Democrat,3501
H001080,TRAVEL,13679.32,Debra A. Haaland,NM,1,Democrat,3501
T000484,EQUIPMENT,29919.44,Xochitl Torres Small,NM,2,Democrat,3502
T000484,FRANKED MAIL,118579.7,Xochitl Torres Small,NM,2,Democrat,3502
T000484,OTHER SERVICES,41809.57,Xochitl Torres Small,NM,2,Democrat,3502
T000484,PERSONNEL COMPENSATION,885696.3,Xochitl Torres Small,NM,2,Democrat,3502
T000484,PRINTING AND REPRODUCTION,117913.86,Xochitl Torres Small,NM,2,Democrat,3502
T000484,RENT  COMMUNICATION  UTILITIES,89234.52,Xochitl Torres Small,NM,2,Democrat,3502
T000484,SUPPLIES AND MATERIALS,4106.71,Xochitl Torres Small,NM,2,Democrat,3502
T000484,TRAVEL,31646.96,Xochitl Torres Small,NM,2,Democrat,3502
L000570,EQUIPMENT,11353.78,Ben Ray Lujan,NM,3,Democrat,3503
L000570,FRANKED MAIL,16545.52,Ben Ray Lujan,NM,3,Democrat,3503
L000570,OTHER SERVICES,44928.15,Ben Ray Lujan,NM,3,Democrat,3503
L000570,PERSONNEL COMPENSATION,996950.04,Ben Ray Lujan,NM,3,Democrat,3503
L000570,PRINTING AND REPRODUCTION,38468.78,Ben Ray Lujan,NM,3,Democrat,3503
L000570,RENT  COMMUNICATION  UTILITIES,106586.27,Ben Ray Lujan,NM,3,Democrat,3503
L000570,SUPPLIES AND MATERIALS,18861.24,Ben Ray Lujan,NM,3,Democrat,3503
L000570,TRAVEL,31440.6,Ben Ray Lujan,NM,3,Democrat,3503
Z000017,EQUIPMENT,31154.62,Lee M. Zeldin,NY,1,Republican,3601
Z000017,FRANKED MAIL,81588.79,Lee M. Zeldin,NY,1,Republican,3601
Z000017,OTHER SERVICES,47693,Lee M. Zeldin,NY,1,Republican,3601
Z000017,PERSONNEL COMPENSATION,1008884.57,Lee M. Zeldin,NY,1,Republican,3601
Z000017,PRINTING AND REPRODUCTION,63509.3,Lee M. Zeldin,NY,1,Republican,3601
Z000017,RENT  COMMUNICATION  UTILITIES,127977.19,Lee M. Zeldin,NY,1,Republican,3601
Z000017,SUPPLIES AND MATERIALS,11908.77,Lee M. Zeldin,NY,1,Republican,3601
Z000017,TRAVEL,22268.76,Lee M. Zeldin,NY,1,Republican,3601
K000210,EQUIPMENT,9927.74,Peter T. King,NY,2,Republican,3602
K000210,FRANKED MAIL,2018.3,Peter T. King,NY,2,Republican,3602
K000210,OTHER SERVICES,47073.16,Peter T. King,NY,2,Republican,3602
K000210,PERSONNEL COMPENSATION,1148095.2,Peter T. King,NY,2,Republican,3602
K000210,PRINTING AND REPRODUCTION,872.9,Peter T. King,NY,2,Republican,3602
K000210,RENT  COMMUNICATION  UTILITIES,115803.22,Peter T. King,NY,2,Republican,3602
K000210,SUPPLIES AND MATERIALS,9490.42,Peter T. King,NY,2,Republican,3602
K000210,TRANSPORTATION OF THINGS,20,Peter T. King,NY,2,Republican,3602
K000210,TRAVEL,4096.75,Peter T. King,NY,2,Republican,3602
S001201,EQUIPMENT,8329,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,FRANKED MAIL,58571.08,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,OTHER SERVICES,31451.45,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,PERSONNEL COMPENSATION,1090001.73,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,PRINTING AND REPRODUCTION,62462.29,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,RENT  COMMUNICATION  UTILITIES,118335.74,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,SUPPLIES AND MATERIALS,19906.59,Thomas R. Suozzi,NY,3,Democrat,3603
S001201,TRAVEL,8429.98,Thomas R. Suozzi,NY,3,Democrat,3603
R000602,EQUIPMENT,20897.93,Kathleen M. Rice,NY,4,Democrat,3604
R000602,FRANKED MAIL,943.46,Kathleen M. Rice,NY,4,Democrat,3604
R000602,OTHER SERVICES,47984,Kathleen M. Rice,NY,4,Democrat,3604
R000602,PERSONNEL COMPENSATION,1081845.91,Kathleen M. Rice,NY,4,Democrat,3604
R000602,PRINTING AND REPRODUCTION,339.5,Kathleen M. Rice,NY,4,Democrat,3604
R000602,RENT  COMMUNICATION  UTILITIES,84387.17,Kathleen M. Rice,NY,4,Democrat,3604
R000602,SUPPLIES AND MATERIALS,58446.14,Kathleen M. Rice,NY,4,Democrat,3604
R000602,TRAVEL,8420.89,Kathleen M. Rice,NY,4,Democrat,3604
M001137,EQUIPMENT,12240.4,Gregory W. Meeks,NY,5,Democrat,3605
M001137,FRANKED MAIL,-6.75,Gregory W. Meeks,NY,5,Democrat,3605
M001137,OTHER SERVICES,25384,Gregory W. Meeks,NY,5,Democrat,3605
M001137,PERSONNEL COMPENSATION,1028674.15,Gregory W. Meeks,NY,5,Democrat,3605
M001137,PRINTING AND REPRODUCTION,1205.8,Gregory W. Meeks,NY,5,Democrat,3605
M001137,RENT  COMMUNICATION  UTILITIES,294503.96,Gregory W. Meeks,NY,5,Democrat,3605
M001137,SUPPLIES AND MATERIALS,18413.97,Gregory W. Meeks,NY,5,Democrat,3605
M001137,TRANSPORTATION OF THINGS,30,Gregory W. Meeks,NY,5,Democrat,3605
M001137,TRAVEL,13262.14,Gregory W. Meeks,NY,5,Democrat,3605
M001188,EQUIPMENT,20840,Grace Meng,NY,6,Democrat,3606
M001188,FRANKED MAIL,18630.21,Grace Meng,NY,6,Democrat,3606
M001188,OTHER SERVICES,30440,Grace Meng,NY,6,Democrat,3606
M001188,PERSONNEL COMPENSATION,1130490.57,Grace Meng,NY,6,Democrat,3606
M001188,PRINTING AND REPRODUCTION,14098.68,Grace Meng,NY,6,Democrat,3606
M001188,RENT  COMMUNICATION  UTILITIES,157673.2,Grace Meng,NY,6,Democrat,3606
M001188,SUPPLIES AND MATERIALS,26892.01,Grace Meng,NY,6,Democrat,3606
M001188,TRANSPORTATION OF THINGS,45,Grace Meng,NY,6,Democrat,3606
M001188,TRAVEL,8048.3,Grace Meng,NY,6,Democrat,3606
V000081,EQUIPMENT,39942.16,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,FRANKED MAIL,80.01,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,OTHER SERVICES,50651,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,PERSONNEL COMPENSATION,1102244.29,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,PRINTING AND REPRODUCTION,167.5,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,RENT  COMMUNICATION  UTILITIES,164146.69,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,SUPPLIES AND MATERIALS,64187.8,Nydia M. Velázquez,NY,7,Democrat,3607
V000081,TRAVEL,8168.16,Nydia M. Velázquez,NY,7,Democrat,3607
J000294,EQUIPMENT,22909.33,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,FRANKED MAIL,18362.26,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,OTHER SERVICES,36087.67,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,PERSONNEL COMPENSATION,1019591.88,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,PRINTING AND REPRODUCTION,23576.02,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,RENT  COMMUNICATION  UTILITIES,247364.19,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,SUPPLIES AND MATERIALS,18351.45,Hakeem S. Jeffries,NY,8,Democrat,3608
J000294,TRAVEL,23030.61,Hakeem S. Jeffries,NY,8,Democrat,3608
C001067,EQUIPMENT,24616.01,Yvette D. Clarke,NY,9,Democrat,3609
C001067,FRANKED MAIL,96826.46,Yvette D. Clarke,NY,9,Democrat,3609
C001067,OTHER SERVICES,53990.4,Yvette D. Clarke,NY,9,Democrat,3609
C001067,PERSONNEL COMPENSATION,986139.86,Yvette D. Clarke,NY,9,Democrat,3609
C001067,PRINTING AND REPRODUCTION,108032.37,Yvette D. Clarke,NY,9,Democrat,3609
C001067,RENT  COMMUNICATION  UTILITIES,96675.65,Yvette D. Clarke,NY,9,Democrat,3609
C001067,SUPPLIES AND MATERIALS,31917.23,Yvette D. Clarke,NY,9,Democrat,3609
C001067,TRANSPORTATION OF THINGS,16,Yvette D. Clarke,NY,9,Democrat,3609
C001067,TRAVEL,16725.15,Yvette D. Clarke,NY,9,Democrat,3609
N000002,EQUIPMENT,112776.06,Jerrold Nadler,NY,10,Democrat,3610
N000002,FRANKED MAIL,16563.68,Jerrold Nadler,NY,10,Democrat,3610
N000002,OTHER SERVICES,44159.66,Jerrold Nadler,NY,10,Democrat,3610
N000002,PERSONNEL COMPENSATION,1103874.81,Jerrold Nadler,NY,10,Democrat,3610
N000002,PRINTING AND REPRODUCTION,19605.51,Jerrold Nadler,NY,10,Democrat,3610
N000002,RENT  COMMUNICATION  UTILITIES,190816.43,Jerrold Nadler,NY,10,Democrat,3610
N000002,SUPPLIES AND MATERIALS,33355.97,Jerrold Nadler,NY,10,Democrat,3610
N000002,TRAVEL,14876.46,Jerrold Nadler,NY,10,Democrat,3610
R000613,EQUIPMENT,30633.62,Max Rose,NY,11,Democrat,3611
R000613,FRANKED MAIL,27176.59,Max Rose,NY,11,Democrat,3611
R000613,OTHER SERVICES,53893.9,Max Rose,NY,11,Democrat,3611
R000613,PERSONNEL COMPENSATION,1086882.64,Max Rose,NY,11,Democrat,3611
R000613,PRINTING AND REPRODUCTION,56362.77,Max Rose,NY,11,Democrat,3611
R000613,RENT  COMMUNICATION  UTILITIES,105940.16,Max Rose,NY,11,Democrat,3611
R000613,SUPPLIES AND MATERIALS,11801.61,Max Rose,NY,11,Democrat,3611
R000613,TRAVEL,10239.4,Max Rose,NY,11,Democrat,3611
M000087,EQUIPMENT,15597.31,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,FRANKED MAIL,33217.68,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,OTHER SERVICES,38493.01,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,PERSONNEL COMPENSATION,1172529.8,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,PRINTING AND REPRODUCTION,30583.78,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,RENT  COMMUNICATION  UTILITIES,194123.63,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,SUPPLIES AND MATERIALS,43990.33,Carolyn B. Maloney,NY,12,Democrat,3612
M000087,TRAVEL,17795.59,Carolyn B. Maloney,NY,12,Democrat,3612
E000297,EQUIPMENT,17936.24,Adriano Espaillat,NY,13,Democrat,3613
E000297,FRANKED MAIL,32861.43,Adriano Espaillat,NY,13,Democrat,3613
E000297,OTHER SERVICES,22033.04,Adriano Espaillat,NY,13,Democrat,3613
E000297,PERSONNEL COMPENSATION,1090534.28,Adriano Espaillat,NY,13,Democrat,3613
E000297,PRINTING AND REPRODUCTION,71346.55,Adriano Espaillat,NY,13,Democrat,3613
E000297,RENT  COMMUNICATION  UTILITIES,165046.41,Adriano Espaillat,NY,13,Democrat,3613
E000297,SUPPLIES AND MATERIALS,19200.77,Adriano Espaillat,NY,13,Democrat,3613
E000297,TRAVEL,7759.47,Adriano Espaillat,NY,13,Democrat,3613
O000172,EQUIPMENT,13723.54,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,FRANKED MAIL,303.78,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,OTHER SERVICES,75802.46,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,PERSONNEL COMPENSATION,1079655.1,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,PRINTING AND REPRODUCTION,900.91,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,RENT  COMMUNICATION  UTILITIES,168558.54,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,SUPPLIES AND MATERIALS,18436.22,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
O000172,TRAVEL,3009.51,Alexandria Ocasio-Cortez,NY,14,Democrat,3614
S000248,EQUIPMENT,12814.78,Jose E. Serrano,NY,15,Democrat,3615
S000248,FRANKED MAIL,217.33,Jose E. Serrano,NY,15,Democrat,3615
S000248,OTHER SERVICES,43834.9,Jose E. Serrano,NY,15,Democrat,3615
S000248,PERSONNEL COMPENSATION,1174527.57,Jose E. Serrano,NY,15,Democrat,3615
S000248,PRINTING AND REPRODUCTION,222.14,Jose E. Serrano,NY,15,Democrat,3615
S000248,RENT  COMMUNICATION  UTILITIES,154565.27,Jose E. Serrano,NY,15,Democrat,3615
S000248,SUPPLIES AND MATERIALS,5182.22,Jose E. Serrano,NY,15,Democrat,3615
S000248,TRAVEL,3145.4,Jose E. Serrano,NY,15,Democrat,3615
E000179,EQUIPMENT,2440.46,Eliot L. Engel,NY,16,Democrat,3616
